game_pk,date,away_team,away_score,home_score,home_team,win_team,lose_team,win_score,lose_score,final_score
718780,2023-03-30,Atlanta Braves,7,2,Washington Nationals,Atlanta Braves,Washington Nationals,7,2,7-2
718781,2023-03-30,San Francisco Giants,0,5,New York Yankees,New York Yankees,San Francisco Giants,5,0,5-0
718782,2023-03-30,Baltimore Orioles,10,9,Boston Red Sox,Baltimore Orioles,Boston Red Sox,10,9,10-9
718777,2023-03-30,Milwaukee Brewers,0,4,Chicago Cubs,Chicago Cubs,Milwaukee Brewers,4,0,4-0
718776,2023-03-30,Detroit Tigers,0,4,Tampa Bay Rays,Tampa Bay Rays,Detroit Tigers,4,0,4-0
718779,2023-03-30,Philadelphia Phillies,7,11,Texas Rangers,Texas Rangers,Philadelphia Phillies,11,7,11-7
718773,2023-03-30,Pittsburgh Pirates,5,4,Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,5,4,5-4
718772,2023-03-30,Toronto Blue Jays,10,9,St. Louis Cardinals,Toronto Blue Jays,St. Louis Cardinals,10,9,10-9
718775,2023-03-30,Minnesota Twins,2,0,Kansas City Royals,Minnesota Twins,Kansas City Royals,2,0,2-0
718774,2023-03-30,New York Mets,5,3,Miami Marlins,New York Mets,Miami Marlins,5,3,5-3
718768,2023-03-30,Chicago White Sox,3,2,Houston Astros,Chicago White Sox,Houston Astros,3,2,3-2
718778,2023-03-30,Colorado Rockies,7,2,San Diego Padres,Colorado Rockies,San Diego Padres,7,2,7-2
718769,2023-03-30,Los Angeles Angels,1,2,Oakland Athletics,Oakland Athletics,Los Angeles Angels,2,1,2-1
718770,2023-03-30,Arizona Diamondbacks,2,8,Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,8,2,8-2
718767,2023-03-30,Cleveland Guardians,0,3,Seattle Mariners,Seattle Mariners,Cleveland Guardians,3,0,3-0
718771,2023-03-31,New York Mets,1,2,Miami Marlins,Miami Marlins,New York Mets,2,1,2-1
718764,2023-03-31,Chicago White Sox,3,6,Houston Astros,Houston Astros,Chicago White Sox,6,3,6-3
718766,2023-03-31,Colorado Rockies,4,1,San Diego Padres,Colorado Rockies,San Diego Padres,4,1,4-1
718765,2023-03-31,Arizona Diamondbacks,2,1,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,2,1,2-1
718763,2023-03-31,Cleveland Guardians,9,4,Seattle Mariners,Cleveland Guardians,Seattle Mariners,9,4,9-4
718760,2023-04-01,Chicago White Sox,4,6,Houston Astros,Houston Astros,Chicago White Sox,6,4,6-4
718759,2023-04-01,Toronto Blue Jays,1,4,St. Louis Cardinals,St. Louis Cardinals,Toronto Blue Jays,4,1,4-1
718758,2023-04-01,Milwaukee Brewers,3,1,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,3,1,3-1
718752,2023-04-01,Philadelphia Phillies,3,16,Texas Rangers,Texas Rangers,Philadelphia Phillies,16,3,16-3
718753,2023-04-01,Atlanta Braves,7,1,Washington Nationals,Atlanta Braves,Washington Nationals,7,1,7-1
718762,2023-04-01,San Francisco Giants,7,5,New York Yankees,San Francisco Giants,New York Yankees,7,5,7-5
718757,2023-04-01,Los Angeles Angels,13,1,Oakland Athletics,Los Angeles Angels,Oakland Athletics,13,1,13-1
718761,2023-04-01,Baltimore Orioles,8,9,Boston Red Sox,Boston Red Sox,Baltimore Orioles,9,8,9-8
718756,2023-04-01,Pittsburgh Pirates,2,6,Cincinnati Reds,Cincinnati Reds,Pittsburgh Pirates,6,2,6-2
718754,2023-04-01,Detroit Tigers,2,12,Tampa Bay Rays,Tampa Bay Rays,Detroit Tigers,12,2,12-2
718751,2023-04-01,Minnesota Twins,2,0,Kansas City Royals,Minnesota Twins,Kansas City Royals,2,0,2-0
718755,2023-04-01,New York Mets,6,2,Miami Marlins,New York Mets,Miami Marlins,6,2,6-2
718750,2023-04-01,Colorado Rockies,4,8,San Diego Padres,San Diego Padres,Colorado Rockies,8,4,8-4
718749,2023-04-01,Arizona Diamondbacks,1,10,Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,10,1,10-1
718746,2023-04-01,Cleveland Guardians,2,0,Seattle Mariners,Cleveland Guardians,Seattle Mariners,2,0,2-0
718742,2023-04-02,Detroit Tigers,1,5,Tampa Bay Rays,Tampa Bay Rays,Detroit Tigers,5,1,5-1
718748,2023-04-02,Baltimore Orioles,5,9,Boston Red Sox,Boston Red Sox,Baltimore Orioles,9,5,9-5
718743,2023-04-02,Atlanta Braves,1,4,Washington Nationals,Washington Nationals,Atlanta Braves,4,1,4-1
718747,2023-04-02,San Francisco Giants,0,6,New York Yankees,New York Yankees,San Francisco Giants,6,0,6-0
718744,2023-04-02,Pittsburgh Pirates,1,3,Cincinnati Reds,Cincinnati Reds,Pittsburgh Pirates,3,1,3-1
718741,2023-04-02,New York Mets,5,1,Miami Marlins,New York Mets,Miami Marlins,5,1,5-1
718745,2023-04-02,Minnesota Twins,7,4,Kansas City Royals,Minnesota Twins,Kansas City Royals,7,4,7-4
718740,2023-04-02,Chicago White Sox,6,3,Houston Astros,Chicago White Sox,Houston Astros,6,3,6-3
718737,2023-04-02,Toronto Blue Jays,4,9,St. Louis Cardinals,St. Louis Cardinals,Toronto Blue Jays,9,4,9-4
718738,2023-04-02,Milwaukee Brewers,9,5,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,9,5,9-5
718734,2023-04-02,Los Angeles Angels,6,0,Oakland Athletics,Los Angeles Angels,Oakland Athletics,6,0,6-0
718736,2023-04-02,Arizona Diamondbacks,2,1,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,2,1,2-1
718733,2023-04-02,Colorado Rockies,1,3,San Diego Padres,San Diego Padres,Colorado Rockies,3,1,3-1
718735,2023-04-02,Cleveland Guardians,6,5,Seattle Mariners,Cleveland Guardians,Seattle Mariners,6,5,6-5
718739,2023-04-02,Philadelphia Phillies,1,2,Texas Rangers,Texas Rangers,Philadelphia Phillies,2,1,2-1
718731,2023-04-03,New York Mets,0,10,Milwaukee Brewers,Milwaukee Brewers,New York Mets,10,0,10-0
718730,2023-04-03,San Francisco Giants,12,3,Chicago White Sox,San Francisco Giants,Chicago White Sox,12,3,12-3
718728,2023-04-03,Chicago Cubs,6,7,Cincinnati Reds,Cincinnati Reds,Chicago Cubs,7,6,7-6
718729,2023-04-03,Minnesota Twins,11,1,Miami Marlins,Minnesota Twins,Miami Marlins,11,1,11-1
718732,2023-04-03,Tampa Bay Rays,6,2,Washington Nationals,Tampa Bay Rays,Washington Nationals,6,2,6-2
718725,2023-04-03,Philadelphia Phillies,1,8,New York Yankees,New York Yankees,Philadelphia Phillies,8,1,8-1
718724,2023-04-03,Pittsburgh Pirates,7,6,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,7,6,7-6
718719,2023-04-03,Toronto Blue Jays,5,9,Kansas City Royals,Kansas City Royals,Toronto Blue Jays,9,5,9-5
718727,2023-04-03,Atlanta Braves,8,4,St. Louis Cardinals,Atlanta Braves,St. Louis Cardinals,8,4,8-4
718726,2023-04-03,Baltimore Orioles,2,0,Texas Rangers,Baltimore Orioles,Texas Rangers,2,0,2-0
718723,2023-04-03,Detroit Tigers,7,6,Houston Astros,Detroit Tigers,Houston Astros,7,6,7-6
718721,2023-04-03,Cleveland Guardians,12,11,Oakland Athletics,Cleveland Guardians,Oakland Athletics,12,11,12-11
718722,2023-04-03,Arizona Diamondbacks,4,5,San Diego Padres,San Diego Padres,Arizona Diamondbacks,5,4,5-4
718720,2023-04-03,Los Angeles Angels,7,3,Seattle Mariners,Los Angeles Angels,Seattle Mariners,7,3,7-3
718718,2023-04-03,Colorado Rockies,4,13,Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,13,4,13-4
718717,2023-04-04,Arizona Diamondbacks,8,6,San Diego Padres,Arizona Diamondbacks,San Diego Padres,8,6,8-6
718716,2023-04-04,Chicago Cubs,12,5,Cincinnati Reds,Chicago Cubs,Cincinnati Reds,12,5,12-5
718714,2023-04-04,Minnesota Twins,0,1,Miami Marlins,Miami Marlins,Minnesota Twins,1,0,1-0
718715,2023-04-04,Tampa Bay Rays,10,6,Washington Nationals,Tampa Bay Rays,Washington Nationals,10,6,10-6
718710,2023-04-04,Philadelphia Phillies,4,1,New York Yankees,Philadelphia Phillies,New York Yankees,4,1,4-1
718713,2023-04-04,Pittsburgh Pirates,4,1,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,4,1,4-1
718708,2023-04-04,Toronto Blue Jays,4,1,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,4,1,4-1
718712,2023-04-04,New York Mets,0,9,Milwaukee Brewers,Milwaukee Brewers,New York Mets,9,0,9-0
718711,2023-04-04,Atlanta Braves,4,1,St. Louis Cardinals,Atlanta Braves,St. Louis Cardinals,4,1,4-1
718709,2023-04-04,Baltimore Orioles,7,2,Texas Rangers,Baltimore Orioles,Texas Rangers,7,2,7-2
718705,2023-04-04,Detroit Tigers,6,3,Houston Astros,Detroit Tigers,Houston Astros,6,3,6-3
718707,2023-04-04,Cleveland Guardians,3,4,Oakland Athletics,Oakland Athletics,Cleveland Guardians,4,3,4-3
718706,2023-04-04,Los Angeles Angels,2,11,Seattle Mariners,Seattle Mariners,Los Angeles Angels,11,2,11-2
718703,2023-04-04,Colorado Rockies,2,5,Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,5,2,5-2
718704,2023-04-05,Tampa Bay Rays,7,2,Washington Nationals,Tampa Bay Rays,Washington Nationals,7,2,7-2
718699,2023-04-05,Philadelphia Phillies,2,4,New York Yankees,New York Yankees,Philadelphia Phillies,4,2,4-2
718701,2023-04-05,Minnesota Twins,2,5,Miami Marlins,Miami Marlins,Minnesota Twins,5,2,5-2
718697,2023-04-05,Atlanta Braves,5,2,St. Louis Cardinals,Atlanta Braves,St. Louis Cardinals,5,2,5-2
718702,2023-04-05,Pittsburgh Pirates,4,1,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,4,1,4-1
718698,2023-04-05,New York Mets,6,7,Milwaukee Brewers,Milwaukee Brewers,New York Mets,7,6,7-6
718694,2023-04-05,Baltimore Orioles,2,5,Texas Rangers,Texas Rangers,Baltimore Orioles,5,2,5-2
718696,2023-04-05,Detroit Tigers,2,8,Houston Astros,Houston Astros,Detroit Tigers,8,2,8-2
718695,2023-04-05,San Francisco Giants,3,7,Chicago White Sox,Chicago White Sox,San Francisco Giants,7,3,7-3
718689,2023-04-05,Cleveland Guardians,6,4,Oakland Athletics,Cleveland Guardians,Oakland Athletics,6,4,6-4
718691,2023-04-05,Los Angeles Angels,4,3,Seattle Mariners,Los Angeles Angels,Seattle Mariners,4,3,4-3
718692,2023-04-05,Toronto Blue Jays,3,0,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,3,0,3-0
718690,2023-04-06,Boston Red Sox,6,3,Detroit Tigers,Boston Red Sox,Detroit Tigers,6,3,6-3
718686,2023-04-06,Toronto Blue Jays,6,3,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,6,3,6-3
718687,2023-04-06,San Francisco Giants,16,6,Chicago White Sox,San Francisco Giants,Chicago White Sox,16,6,16-6
718682,2023-04-06,Washington Nationals,0,1,Colorado Rockies,Colorado Rockies,Washington Nationals,1,0,1-0
718681,2023-04-06,San Diego Padres,6,7,Atlanta Braves,Atlanta Braves,San Diego Padres,7,6,7-6
718683,2023-04-06,Los Angeles Dodgers,5,2,Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,5,2,5-2
718693,2023-04-07,Miami Marlins,3,9,New York Mets,New York Mets,Miami Marlins,9,3,9-3
718675,2023-04-07,Texas Rangers,0,2,Chicago Cubs,Chicago Cubs,Texas Rangers,2,0,2-0
718685,2023-04-07,Cincinnati Reds,2,5,Philadelphia Phillies,Philadelphia Phillies,Cincinnati Reds,5,2,5-2
718688,2023-04-07,New York Yankees,6,7,Baltimore Orioles,Baltimore Orioles,New York Yankees,7,6,7-6
718677,2023-04-07,Seattle Mariners,5,3,Cleveland Guardians,Seattle Mariners,Cleveland Guardians,5,3,5-3
718684,2023-04-07,Houston Astros,2,3,Minnesota Twins,Minnesota Twins,Houston Astros,3,2,3-2
718679,2023-04-07,Chicago White Sox,9,13,Pittsburgh Pirates,Pittsburgh Pirates,Chicago White Sox,13,9,13-9
718680,2023-04-07,Kansas City Royals,3,1,San Francisco Giants,Kansas City Royals,San Francisco Giants,3,1,3-1
718678,2023-04-07,Oakland Athletics,5,9,Tampa Bay Rays,Tampa Bay Rays,Oakland Athletics,9,5,9-5
718676,2023-04-07,San Diego Padres,5,4,Atlanta Braves,San Diego Padres,Atlanta Braves,5,4,5-4
718674,2023-04-07,St. Louis Cardinals,0,4,Milwaukee Brewers,Milwaukee Brewers,St. Louis Cardinals,4,0,4-0
718673,2023-04-07,Washington Nationals,10,5,Colorado Rockies,Washington Nationals,Colorado Rockies,10,5,10-5
718670,2023-04-07,Toronto Blue Jays,4,3,Los Angeles Angels,Toronto Blue Jays,Los Angeles Angels,4,3,4-3
718671,2023-04-07,Los Angeles Dodgers,3,6,Arizona Diamondbacks,Arizona Diamondbacks,Los Angeles Dodgers,6,3,6-3
718666,2023-04-08,Houston Astros,6,9,Minnesota Twins,Minnesota Twins,Houston Astros,9,6,9-6
718672,2023-04-08,Kansas City Royals,6,5,San Francisco Giants,Kansas City Royals,San Francisco Giants,6,5,6-5
718669,2023-04-08,Texas Rangers,3,10,Chicago Cubs,Chicago Cubs,Texas Rangers,10,3,10-3
718668,2023-04-08,Cincinnati Reds,2,3,Philadelphia Phillies,Philadelphia Phillies,Cincinnati Reds,3,2,3-2
718667,2023-04-08,Boston Red Sox,14,5,Detroit Tigers,Boston Red Sox,Detroit Tigers,14,5,14-5
718665,2023-04-08,Oakland Athletics,0,11,Tampa Bay Rays,Tampa Bay Rays,Oakland Athletics,11,0,11-0
718661,2023-04-08,Miami Marlins,2,5,New York Mets,New York Mets,Miami Marlins,5,2,5-2
718663,2023-04-08,Seattle Mariners,3,2,Cleveland Guardians,Seattle Mariners,Cleveland Guardians,3,2,3-2
718662,2023-04-08,Chicago White Sox,11,5,Pittsburgh Pirates,Chicago White Sox,Pittsburgh Pirates,11,5,11-5
718664,2023-04-08,New York Yankees,4,1,Baltimore Orioles,New York Yankees,Baltimore Orioles,4,1,4-1
718660,2023-04-08,St. Louis Cardinals,6,0,Milwaukee Brewers,St. Louis Cardinals,Milwaukee Brewers,6,0,6-0
718659,2023-04-08,San Diego Padres,4,1,Atlanta Braves,San Diego Padres,Atlanta Braves,4,1,4-1
718656,2023-04-08,Los Angeles Dodgers,8,12,Arizona Diamondbacks,Arizona Diamondbacks,Los Angeles Dodgers,12,8,12-8
718658,2023-04-08,Washington Nationals,7,6,Colorado Rockies,Washington Nationals,Colorado Rockies,7,6,7-6
718657,2023-04-08,Toronto Blue Jays,5,9,Los Angeles Angels,Los Angeles Angels,Toronto Blue Jays,9,5,9-5
718652,2023-04-09,Cincinnati Reds,6,4,Philadelphia Phillies,Cincinnati Reds,Philadelphia Phillies,6,4,6-4
718654,2023-04-09,Boston Red Sox,4,1,Detroit Tigers,Boston Red Sox,Detroit Tigers,4,1,4-1
718655,2023-04-09,Oakland Athletics,0,11,Tampa Bay Rays,Tampa Bay Rays,Oakland Athletics,11,0,11-0
718653,2023-04-09,Chicago White Sox,0,1,Pittsburgh Pirates,Pittsburgh Pirates,Chicago White Sox,1,0,1-0
718651,2023-04-09,New York Yankees,5,3,Baltimore Orioles,New York Yankees,Baltimore Orioles,5,3,5-3
718646,2023-04-09,Seattle Mariners,6,7,Cleveland Guardians,Cleveland Guardians,Seattle Mariners,7,6,7-6
718647,2023-04-09,Miami Marlins,7,2,New York Mets,Miami Marlins,New York Mets,7,2,7-2
718649,2023-04-09,Houston Astros,5,1,Minnesota Twins,Houston Astros,Minnesota Twins,5,1,5-1
718650,2023-04-09,St. Louis Cardinals,1,6,Milwaukee Brewers,Milwaukee Brewers,St. Louis Cardinals,6,1,6-1
718642,2023-04-09,Texas Rangers,8,2,Chicago Cubs,Texas Rangers,Chicago Cubs,8,2,8-2
718645,2023-04-09,Washington Nationals,6,7,Colorado Rockies,Colorado Rockies,Washington Nationals,7,6,7-6
718643,2023-04-09,Kansas City Royals,1,3,San Francisco Giants,San Francisco Giants,Kansas City Royals,3,1,3-1
718644,2023-04-09,Toronto Blue Jays,12,11,Los Angeles Angels,Toronto Blue Jays,Los Angeles Angels,12,11,12-11
718639,2023-04-09,Los Angeles Dodgers,6,11,Arizona Diamondbacks,Arizona Diamondbacks,Los Angeles Dodgers,11,6,11-6
718648,2023-04-09,San Diego Padres,10,2,Atlanta Braves,San Diego Padres,Atlanta Braves,10,2,10-2
718640,2023-04-10,Chicago White Sox,4,3,Minnesota Twins,Chicago White Sox,Minnesota Twins,4,3,4-3
718637,2023-04-10,New York Yankees,2,3,Cleveland Guardians,Cleveland Guardians,New York Yankees,3,2,3-2
718635,2023-04-10,Oakland Athletics,1,5,Baltimore Orioles,Baltimore Orioles,Oakland Athletics,5,1,5-1
718632,2023-04-10,Houston Astros,8,2,Pittsburgh Pirates,Houston Astros,Pittsburgh Pirates,8,2,8-2
718638,2023-04-10,Boston Red Sox,0,1,Tampa Bay Rays,Tampa Bay Rays,Boston Red Sox,1,0,1-0
718633,2023-04-10,Miami Marlins,3,15,Philadelphia Phillies,Philadelphia Phillies,Miami Marlins,15,3,15-3
718634,2023-04-10,San Diego Padres,0,5,New York Mets,New York Mets,San Diego Padres,5,0,5-0
718636,2023-04-10,Cincinnati Reds,4,5,Atlanta Braves,Atlanta Braves,Cincinnati Reds,5,4,5-4
718628,2023-04-10,Seattle Mariners,2,3,Chicago Cubs,Chicago Cubs,Seattle Mariners,3,2,3-2
718630,2023-04-10,Kansas City Royals,2,11,Texas Rangers,Texas Rangers,Kansas City Royals,11,2,11-2
718629,2023-04-10,St. Louis Cardinals,4,7,Colorado Rockies,Colorado Rockies,St. Louis Cardinals,7,4,7-4
718631,2023-04-10,Washington Nationals,6,4,Los Angeles Angels,Washington Nationals,Los Angeles Angels,6,4,6-4
718627,2023-04-10,Milwaukee Brewers,0,3,Arizona Diamondbacks,Arizona Diamondbacks,Milwaukee Brewers,3,0,3-0
718641,2023-04-10,Los Angeles Dodgers,9,1,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants,9,1,9-1
718626,2023-04-11,New York Yankees,11,2,Cleveland Guardians,New York Yankees,Cleveland Guardians,11,2,11-2
718618,2023-04-11,Oakland Athletics,8,12,Baltimore Orioles,Baltimore Orioles,Oakland Athletics,12,8,12-8
718623,2023-04-11,Houston Astros,4,7,Pittsburgh Pirates,Pittsburgh Pirates,Houston Astros,7,4,7-4
718625,2023-04-11,Boston Red Sox,2,7,Tampa Bay Rays,Tampa Bay Rays,Boston Red Sox,7,2,7-2
718619,2023-04-11,Miami Marlins,8,4,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,8,4,8-4
718622,2023-04-11,Detroit Tigers,3,9,Toronto Blue Jays,Toronto Blue Jays,Detroit Tigers,9,3,9-3
718621,2023-04-11,San Diego Padres,4,2,New York Mets,San Diego Padres,New York Mets,4,2,4-2
718620,2023-04-11,Cincinnati Reds,6,7,Atlanta Braves,Atlanta Braves,Cincinnati Reds,7,6,7-6
718617,2023-04-11,Seattle Mariners,9,14,Chicago Cubs,Chicago Cubs,Seattle Mariners,14,9,14-9
718616,2023-04-11,Chicago White Sox,3,4,Minnesota Twins,Minnesota Twins,Chicago White Sox,4,3,4-3
718615,2023-04-11,Kansas City Royals,5,8,Texas Rangers,Texas Rangers,Kansas City Royals,8,5,8-5
718613,2023-04-11,St. Louis Cardinals,9,6,Colorado Rockies,St. Louis Cardinals,Colorado Rockies,9,6,9-6
718614,2023-04-11,Washington Nationals,0,2,Los Angeles Angels,Los Angeles Angels,Washington Nationals,2,0,2-0
718611,2023-04-11,Milwaukee Brewers,7,1,Arizona Diamondbacks,Milwaukee Brewers,Arizona Diamondbacks,7,1,7-1
718624,2023-04-11,Los Angeles Dodgers,0,5,San Francisco Giants,San Francisco Giants,Los Angeles Dodgers,5,0,5-0
718608,2023-04-12,Houston Astros,7,0,Pittsburgh Pirates,Houston Astros,Pittsburgh Pirates,7,0,7-0
718610,2023-04-12,San Diego Padres,2,5,New York Mets,New York Mets,San Diego Padres,5,2,5-2
718605,2023-04-12,Chicago White Sox,1,3,Minnesota Twins,Minnesota Twins,Chicago White Sox,3,1,3-1
718604,2023-04-12,New York Yankees,4,3,Cleveland Guardians,New York Yankees,Cleveland Guardians,4,3,4-3
718606,2023-04-12,Seattle Mariners,5,2,Chicago Cubs,Seattle Mariners,Chicago Cubs,5,2,5-2
718607,2023-04-12,St. Louis Cardinals,7,4,Colorado Rockies,St. Louis Cardinals,Colorado Rockies,7,4,7-4
718598,2023-04-12,Milwaukee Brewers,3,7,Arizona Diamondbacks,Arizona Diamondbacks,Milwaukee Brewers,7,3,7-3
718609,2023-04-12,Miami Marlins,3,2,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,3,2,3-2
718602,2023-04-12,Washington Nationals,2,3,Los Angeles Angels,Los Angeles Angels,Washington Nationals,3,2,3-2
718599,2023-04-12,Oakland Athletics,8,4,Baltimore Orioles,Oakland Athletics,Baltimore Orioles,8,4,8-4
718600,2023-04-12,Boston Red Sox,7,9,Tampa Bay Rays,Tampa Bay Rays,Boston Red Sox,9,7,9-7
718603,2023-04-12,Detroit Tigers,3,4,Toronto Blue Jays,Toronto Blue Jays,Detroit Tigers,4,3,4-3
718601,2023-04-12,Cincinnati Reds,4,5,Atlanta Braves,Atlanta Braves,Cincinnati Reds,5,4,5-4
718595,2023-04-12,Kansas City Royals,10,1,Texas Rangers,Kansas City Royals,Texas Rangers,10,1,10-1
718612,2023-04-12,Los Angeles Dodgers,10,5,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants,10,5,10-5
718596,2023-04-13,Oakland Athletics,7,8,Baltimore Orioles,Baltimore Orioles,Oakland Athletics,8,7,8-7
718594,2023-04-13,Boston Red Sox,3,9,Tampa Bay Rays,Tampa Bay Rays,Boston Red Sox,9,3,9-3
718597,2023-04-13,Philadelphia Phillies,2,6,Cincinnati Reds,Cincinnati Reds,Philadelphia Phillies,6,2,6-2
718590,2023-04-13,Minnesota Twins,11,2,New York Yankees,Minnesota Twins,New York Yankees,11,2,11-2
718593,2023-04-13,Detroit Tigers,3,1,Toronto Blue Jays,Detroit Tigers,Toronto Blue Jays,3,1,3-1
718591,2023-04-13,Pittsburgh Pirates,5,0,St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,5,0,5-0
718589,2023-04-13,Milwaukee Brewers,4,3,San Diego Padres,Milwaukee Brewers,San Diego Padres,4,3,4-3
718585,2023-04-14,San Francisco Giants,5,7,Detroit Tigers,Detroit Tigers,San Francisco Giants,7,5,7-5
718586,2023-04-14,Philadelphia Phillies,8,3,Cincinnati Reds,Philadelphia Phillies,Cincinnati Reds,8,3,8-3
718584,2023-04-14,Arizona Diamondbacks,1,5,Miami Marlins,Miami Marlins,Arizona Diamondbacks,5,1,5-1
718592,2023-04-14,Cleveland Guardians,4,3,Washington Nationals,Cleveland Guardians,Washington Nationals,4,3,4-3
718588,2023-04-14,Minnesota Twins,4,3,New York Yankees,Minnesota Twins,New York Yankees,4,3,4-3
718587,2023-04-14,Tampa Bay Rays,3,6,Toronto Blue Jays,Toronto Blue Jays,Tampa Bay Rays,6,3,6-3
718580,2023-04-14,Los Angeles Angels,3,5,Boston Red Sox,Boston Red Sox,Los Angeles Angels,5,3,5-3
718583,2023-04-14,Baltimore Orioles,6,3,Chicago White Sox,Baltimore Orioles,Chicago White Sox,6,3,6-3
718581,2023-04-14,Texas Rangers,6,2,Houston Astros,Texas Rangers,Houston Astros,6,2,6-2
718579,2023-04-14,Atlanta Braves,10,3,Kansas City Royals,Atlanta Braves,Kansas City Royals,10,3,10-3
718582,2023-04-14,Pittsburgh Pirates,0,3,St. Louis Cardinals,St. Louis Cardinals,Pittsburgh Pirates,3,0,3-0
718578,2023-04-14,New York Mets,17,6,Oakland Athletics,New York Mets,Oakland Athletics,17,6,17-6
718574,2023-04-14,Milwaukee Brewers,11,2,San Diego Padres,Milwaukee Brewers,San Diego Padres,11,2,11-2
718575,2023-04-14,Chicago Cubs,8,2,Los Angeles Dodgers,Chicago Cubs,Los Angeles Dodgers,8,2,8-2
718577,2023-04-14,Colorado Rockies,3,5,Seattle Mariners,Seattle Mariners,Colorado Rockies,5,3,5-3
718572,2023-04-15,Minnesota Twins,1,6,New York Yankees,New York Yankees,Minnesota Twins,6,1,6-1
718571,2023-04-15,San Francisco Giants,6,7,Detroit Tigers,Detroit Tigers,San Francisco Giants,7,6,7-6
718570,2023-04-15,Baltimore Orioles,6,7,Chicago White Sox,Chicago White Sox,Baltimore Orioles,7,6,7-6
718568,2023-04-15,Pittsburgh Pirates,6,3,St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,6,3,6-3
718569,2023-04-15,Tampa Bay Rays,2,5,Toronto Blue Jays,Toronto Blue Jays,Tampa Bay Rays,5,2,5-2
718573,2023-04-15,Cleveland Guardians,6,4,Washington Nationals,Cleveland Guardians,Washington Nationals,6,4,6-4
718560,2023-04-15,Milwaukee Brewers,3,10,San Diego Padres,San Diego Padres,Milwaukee Brewers,10,3,10-3
718565,2023-04-15,New York Mets,3,2,Oakland Athletics,New York Mets,Oakland Athletics,3,2,3-2
718576,2023-04-15,Los Angeles Angels,7,9,Boston Red Sox,Boston Red Sox,Los Angeles Angels,9,7,9-7
718566,2023-04-15,Philadelphia Phillies,0,13,Cincinnati Reds,Cincinnati Reds,Philadelphia Phillies,13,0,13-0
718563,2023-04-15,Atlanta Braves,9,3,Kansas City Royals,Atlanta Braves,Kansas City Royals,9,3,9-3
718567,2023-04-15,Arizona Diamondbacks,2,3,Miami Marlins,Miami Marlins,Arizona Diamondbacks,3,2,3-2
718562,2023-04-15,Texas Rangers,2,8,Houston Astros,Houston Astros,Texas Rangers,8,2,8-2
718564,2023-04-15,Chicago Cubs,1,2,Los Angeles Dodgers,Los Angeles Dodgers,Chicago Cubs,2,1,2-1
718561,2023-04-15,Colorado Rockies,2,9,Seattle Mariners,Seattle Mariners,Colorado Rockies,9,2,9-2
718559,2023-04-16,Los Angeles Angels,1,2,Boston Red Sox,Boston Red Sox,Los Angeles Angels,2,1,2-1
718555,2023-04-16,Cleveland Guardians,6,7,Washington Nationals,Washington Nationals,Cleveland Guardians,7,6,7-6
718557,2023-04-16,Minnesota Twins,0,2,New York Yankees,New York Yankees,Minnesota Twins,2,0,2-0
718556,2023-04-16,Tampa Bay Rays,8,1,Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,8,1,8-1
718554,2023-04-16,Philadelphia Phillies,14,3,Cincinnati Reds,Philadelphia Phillies,Cincinnati Reds,14,3,14-3
718550,2023-04-16,Arizona Diamondbacks,5,0,Miami Marlins,Arizona Diamondbacks,Miami Marlins,5,0,5-0
718551,2023-04-16,Atlanta Braves,5,4,Kansas City Royals,Atlanta Braves,Kansas City Royals,5,4,5-4
718553,2023-04-16,Baltimore Orioles,8,4,Chicago White Sox,Baltimore Orioles,Chicago White Sox,8,4,8-4
718548,2023-04-16,Pittsburgh Pirates,4,5,St. Louis Cardinals,St. Louis Cardinals,Pittsburgh Pirates,5,4,5-4
718546,2023-04-16,New York Mets,4,3,Oakland Athletics,New York Mets,Oakland Athletics,4,3,4-3
718547,2023-04-16,Chicago Cubs,3,2,Los Angeles Dodgers,Chicago Cubs,Los Angeles Dodgers,3,2,3-2
