game_pk,date,away_team,away_score,home_score,home_team,win_team,lose_team,win_score,lose_score,final_score
718078,2023-05-21,Miami Marlins,5,7,San Francisco Giants,San Francisco Giants,Miami Marlins,7,5,7-5
718080,2023-05-21,Minnesota Twins,2,4,Los Angeles Angels,Los Angeles Angels,Minnesota Twins,4,2,4-2
718079,2023-05-21,Boston Red Sox,0,7,San Diego Padres,San Diego Padres,Boston Red Sox,7,0,7-0
718072,2023-05-22,Chicago White Sox,0,3,Cleveland Guardians,Cleveland Guardians,Chicago White Sox,3,0,3-0
718075,2023-05-22,Texas Rangers,4,6,Pittsburgh Pirates,Pittsburgh Pirates,Texas Rangers,6,4,6-4
718071,2023-05-22,St. Louis Cardinals,5,6,Cincinnati Reds,Cincinnati Reds,St. Louis Cardinals,6,5,6-5
718077,2023-05-22,Toronto Blue Jays,4,6,Tampa Bay Rays,Tampa Bay Rays,Toronto Blue Jays,6,4,6-4
718073,2023-05-22,Arizona Diamondbacks,6,3,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies,6,3,6-3
718074,2023-05-22,Los Angeles Dodgers,8,6,Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,8,6,8-6
718066,2023-05-22,Detroit Tigers,8,5,Kansas City Royals,Detroit Tigers,Kansas City Royals,8,5,8-5
718067,2023-05-22,San Francisco Giants,4,1,Minnesota Twins,San Francisco Giants,Minnesota Twins,4,1,4-1
718068,2023-05-22,Houston Astros,12,2,Milwaukee Brewers,Houston Astros,Milwaukee Brewers,12,2,12-2
718069,2023-05-22,Miami Marlins,3,5,Colorado Rockies,Colorado Rockies,Miami Marlins,5,3,5-3
718070,2023-05-22,Boston Red Sox,1,2,Los Angeles Angels,Los Angeles Angels,Boston Red Sox,2,1,2-1
718062,2023-05-22,Oakland Athletics,2,11,Seattle Mariners,Seattle Mariners,Oakland Athletics,11,2,11-2
718063,2023-05-23,Chicago White Sox,4,2,Cleveland Guardians,Chicago White Sox,Cleveland Guardians,4,2,4-2
718065,2023-05-23,Texas Rangers,6,1,Pittsburgh Pirates,Texas Rangers,Pittsburgh Pirates,6,1,6-1
718059,2023-05-23,St. Louis Cardinals,8,5,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,8,5,8-5
718061,2023-05-23,Toronto Blue Jays,20,1,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays,20,1,20-1
718060,2023-05-23,Arizona Diamondbacks,4,3,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies,4,3,4-3
718064,2023-05-23,San Diego Padres,7,4,Washington Nationals,San Diego Padres,Washington Nationals,7,4,7-4
718058,2023-05-23,Baltimore Orioles,5,6,New York Yankees,New York Yankees,Baltimore Orioles,6,5,6-5
718057,2023-05-23,Los Angeles Dodgers,8,1,Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,8,1,8-1
718049,2023-05-23,Detroit Tigers,1,4,Kansas City Royals,Kansas City Royals,Detroit Tigers,4,1,4-1
718055,2023-05-23,New York Mets,2,7,Chicago Cubs,Chicago Cubs,New York Mets,7,2,7-2
718054,2023-05-23,San Francisco Giants,4,3,Minnesota Twins,San Francisco Giants,Minnesota Twins,4,3,4-3
718056,2023-05-23,Houston Astros,0,6,Milwaukee Brewers,Milwaukee Brewers,Houston Astros,6,0,6-0
718051,2023-05-23,Miami Marlins,4,5,Colorado Rockies,Colorado Rockies,Miami Marlins,5,4,5-4
718053,2023-05-23,Boston Red Sox,0,4,Los Angeles Angels,Los Angeles Angels,Boston Red Sox,4,0,4-0
718050,2023-05-23,Oakland Athletics,2,3,Seattle Mariners,Seattle Mariners,Oakland Athletics,3,2,3-2
718045,2023-05-24,Texas Rangers,3,2,Pittsburgh Pirates,Texas Rangers,Pittsburgh Pirates,3,2,3-2
718043,2023-05-24,Arizona Diamondbacks,5,6,Philadelphia Phillies,Philadelphia Phillies,Arizona Diamondbacks,6,5,6-5
718047,2023-05-24,San Francisco Giants,1,7,Minnesota Twins,Minnesota Twins,San Francisco Giants,7,1,7-1
718048,2023-05-24,Chicago White Sox,6,0,Cleveland Guardians,Chicago White Sox,Cleveland Guardians,6,0,6-0
718046,2023-05-24,Houston Astros,0,4,Milwaukee Brewers,Milwaukee Brewers,Houston Astros,4,0,4-0
718041,2023-05-24,St. Louis Cardinals,3,10,Cincinnati Reds,Cincinnati Reds,St. Louis Cardinals,10,3,10-3
718044,2023-05-24,Toronto Blue Jays,3,7,Tampa Bay Rays,Tampa Bay Rays,Toronto Blue Jays,7,3,7-3
718052,2023-05-24,San Diego Padres,3,5,Washington Nationals,Washington Nationals,San Diego Padres,5,3,5-3
718040,2023-05-24,Baltimore Orioles,9,6,New York Yankees,Baltimore Orioles,New York Yankees,9,6,9-6
718042,2023-05-24,Los Angeles Dodgers,3,4,Atlanta Braves,Atlanta Braves,Los Angeles Dodgers,4,3,4-3
718039,2023-05-24,Detroit Tigers,6,4,Kansas City Royals,Detroit Tigers,Kansas City Royals,6,4,6-4
718038,2023-05-24,New York Mets,2,4,Chicago Cubs,Chicago Cubs,New York Mets,4,2,4-2
718036,2023-05-24,Miami Marlins,10,2,Colorado Rockies,Miami Marlins,Colorado Rockies,10,2,10-2
718034,2023-05-24,Boston Red Sox,3,7,Los Angeles Angels,Los Angeles Angels,Boston Red Sox,7,3,7-3
718037,2023-05-24,Oakland Athletics,1,6,Seattle Mariners,Seattle Mariners,Oakland Athletics,6,1,6-1
718030,2023-05-25,St. Louis Cardinals,2,1,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,2,1,2-1
718032,2023-05-25,Toronto Blue Jays,3,6,Tampa Bay Rays,Tampa Bay Rays,Toronto Blue Jays,6,3,6-3
718033,2023-05-25,Miami Marlins,6,7,Colorado Rockies,Colorado Rockies,Miami Marlins,7,6,7-6
718035,2023-05-25,San Diego Padres,8,6,Washington Nationals,San Diego Padres,Washington Nationals,8,6,8-6
718031,2023-05-25,Chicago White Sox,2,7,Detroit Tigers,Detroit Tigers,Chicago White Sox,7,2,7-2
718029,2023-05-25,Baltimore Orioles,3,1,New York Yankees,Baltimore Orioles,New York Yankees,3,1,3-1
718026,2023-05-25,Philadelphia Phillies,5,8,Atlanta Braves,Atlanta Braves,Philadelphia Phillies,8,5,8-5
718024,2023-05-25,New York Mets,10,1,Chicago Cubs,New York Mets,Chicago Cubs,10,1,10-1
718028,2023-05-25,San Francisco Giants,5,0,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,5,0,5-0
718025,2023-05-25,Oakland Athletics,2,3,Seattle Mariners,Seattle Mariners,Oakland Athletics,3,2,3-2
718027,2023-05-26,Cincinnati Reds,9,0,Chicago Cubs,Cincinnati Reds,Chicago Cubs,9,0,9-0
718018,2023-05-26,Los Angeles Dodgers,3,9,Tampa Bay Rays,Tampa Bay Rays,Los Angeles Dodgers,9,3,9-3
718021,2023-05-26,Chicago White Sox,12,3,Detroit Tigers,Chicago White Sox,Detroit Tigers,12,3,12-3
718020,2023-05-26,Texas Rangers,12,2,Baltimore Orioles,Texas Rangers,Baltimore Orioles,12,2,12-2
718023,2023-05-26,San Diego Padres,5,1,New York Yankees,San Diego Padres,New York Yankees,5,1,5-1
718022,2023-05-26,St. Louis Cardinals,3,4,Cleveland Guardians,Cleveland Guardians,St. Louis Cardinals,4,3,4-3
718019,2023-05-26,Philadelphia Phillies,6,4,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,6,4,6-4
718014,2023-05-26,Washington Nationals,12,10,Kansas City Royals,Washington Nationals,Kansas City Royals,12,10,12-10
718013,2023-05-26,Toronto Blue Jays,3,1,Minnesota Twins,Toronto Blue Jays,Minnesota Twins,3,1,3-1
718017,2023-05-26,San Francisco Giants,15,1,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,15,1,15-1
718016,2023-05-26,New York Mets,5,2,Colorado Rockies,New York Mets,Colorado Rockies,5,2,5-2
718015,2023-05-26,Miami Marlins,6,2,Los Angeles Angels,Miami Marlins,Los Angeles Angels,6,2,6-2
718010,2023-05-26,Boston Red Sox,7,2,Arizona Diamondbacks,Boston Red Sox,Arizona Diamondbacks,7,2,7-2
718009,2023-05-26,Houston Astros,5,2,Oakland Athletics,Houston Astros,Oakland Athletics,5,2,5-2
718012,2023-05-26,Pittsburgh Pirates,11,6,Seattle Mariners,Pittsburgh Pirates,Seattle Mariners,11,6,11-6
718006,2023-05-27,San Diego Padres,2,3,New York Yankees,New York Yankees,San Diego Padres,3,2,3-2
718005,2023-05-27,Chicago White Sox,3,7,Detroit Tigers,Detroit Tigers,Chicago White Sox,7,3,7-3
718008,2023-05-27,Toronto Blue Jays,7,9,Minnesota Twins,Minnesota Twins,Toronto Blue Jays,9,7,9-7
718001,2023-05-27,Texas Rangers,5,3,Baltimore Orioles,Texas Rangers,Baltimore Orioles,5,3,5-3
718003,2023-05-27,Houston Astros,6,3,Oakland Athletics,Houston Astros,Oakland Athletics,6,3,6-3
718000,2023-05-27,Washington Nationals,4,2,Kansas City Royals,Washington Nationals,Kansas City Royals,4,2,4-2
718004,2023-05-27,Pittsburgh Pirates,0,5,Seattle Mariners,Seattle Mariners,Pittsburgh Pirates,5,0,5-0
718002,2023-05-27,Los Angeles Dodgers,6,5,Tampa Bay Rays,Los Angeles Dodgers,Tampa Bay Rays,6,5,6-5
717997,2023-05-27,Philadelphia Phillies,2,1,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,2,1,2-1
717999,2023-05-27,San Francisco Giants,3,1,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,3,1,3-1
717991,2023-05-27,Boston Red Sox,2,1,Arizona Diamondbacks,Boston Red Sox,Arizona Diamondbacks,2,1,2-1
718007,2023-05-27,Cincinnati Reds,8,5,Chicago Cubs,Cincinnati Reds,Chicago Cubs,8,5,8-5
717996,2023-05-27,St. Louis Cardinals,2,1,Cleveland Guardians,St. Louis Cardinals,Cleveland Guardians,2,1,2-1
718011,2023-05-27,New York Mets,7,10,Colorado Rockies,Colorado Rockies,New York Mets,10,7,10-7
717998,2023-05-27,Miami Marlins,8,5,Los Angeles Angels,Miami Marlins,Los Angeles Angels,8,5,8-5
717994,2023-05-28,Los Angeles Dodgers,10,11,Tampa Bay Rays,Tampa Bay Rays,Los Angeles Dodgers,11,10,11-10
717990,2023-05-28,Texas Rangers,2,3,Baltimore Orioles,Baltimore Orioles,Texas Rangers,3,2,3-2
717995,2023-05-28,San Diego Padres,7,10,New York Yankees,New York Yankees,San Diego Padres,10,7,10-7
717993,2023-05-28,St. Louis Cardinals,3,4,Cleveland Guardians,Cleveland Guardians,St. Louis Cardinals,4,3,4-3
717989,2023-05-28,Chicago White Sox,5,6,Detroit Tigers,Detroit Tigers,Chicago White Sox,6,5,6-5
717985,2023-05-28,Washington Nationals,2,3,Kansas City Royals,Kansas City Royals,Washington Nationals,3,2,3-2
717988,2023-05-28,Toronto Blue Jays,3,0,Minnesota Twins,Toronto Blue Jays,Minnesota Twins,3,0,3-0
717986,2023-05-28,San Francisco Giants,5,7,Milwaukee Brewers,Milwaukee Brewers,San Francisco Giants,7,5,7-5
717987,2023-05-28,Cincinnati Reds,8,5,Chicago Cubs,Cincinnati Reds,Chicago Cubs,8,5,8-5
717982,2023-05-28,New York Mets,10,11,Colorado Rockies,Colorado Rockies,New York Mets,11,10,11-10
717980,2023-05-28,Houston Astros,10,1,Oakland Athletics,Houston Astros,Oakland Athletics,10,1,10-1
717984,2023-05-28,Miami Marlins,2,0,Los Angeles Angels,Miami Marlins,Los Angeles Angels,2,0,2-0
717981,2023-05-28,Boston Red Sox,2,4,Arizona Diamondbacks,Arizona Diamondbacks,Boston Red Sox,4,2,4-2
717983,2023-05-28,Pittsburgh Pirates,3,6,Seattle Mariners,Seattle Mariners,Pittsburgh Pirates,6,3,6-3
717992,2023-05-28,Philadelphia Phillies,4,11,Atlanta Braves,Atlanta Braves,Philadelphia Phillies,11,4,11-4
717974,2023-05-29,Cleveland Guardians,5,0,Baltimore Orioles,Cleveland Guardians,Baltimore Orioles,5,0,5-0
717979,2023-05-29,Texas Rangers,5,0,Detroit Tigers,Texas Rangers,Detroit Tigers,5,0,5-0
717975,2023-05-29,Kansas City Royals,7,0,St. Louis Cardinals,Kansas City Royals,St. Louis Cardinals,7,0,7-0
717976,2023-05-29,Tampa Bay Rays,0,1,Chicago Cubs,Chicago Cubs,Tampa Bay Rays,1,0,1-0
717977,2023-05-29,Colorado Rockies,5,7,Arizona Diamondbacks,Arizona Diamondbacks,Colorado Rockies,7,5,7-5
717968,2023-05-29,Minnesota Twins,7,5,Houston Astros,Minnesota Twins,Houston Astros,7,5,7-5
717978,2023-05-29,Pittsburgh Pirates,4,14,San Francisco Giants,San Francisco Giants,Pittsburgh Pirates,14,4,14-4
717970,2023-05-29,Atlanta Braves,2,7,Oakland Athletics,Oakland Athletics,Atlanta Braves,7,2,7-2
717971,2023-05-29,Los Angeles Angels,6,4,Chicago White Sox,Los Angeles Angels,Chicago White Sox,6,4,6-4
717973,2023-05-29,Washington Nationals,1,6,Los Angeles Dodgers,Los Angeles Dodgers,Washington Nationals,6,1,6-1
717969,2023-05-29,New York Yankees,10,4,Seattle Mariners,New York Yankees,Seattle Mariners,10,4,10-4
717964,2023-05-30,Texas Rangers,10,6,Detroit Tigers,Texas Rangers,Detroit Tigers,10,6,10-6
717963,2023-05-30,San Diego Padres,9,4,Miami Marlins,San Diego Padres,Miami Marlins,9,4,9-4
717967,2023-05-30,Cleveland Guardians,5,8,Baltimore Orioles,Baltimore Orioles,Cleveland Guardians,8,5,8-5
717965,2023-05-30,Milwaukee Brewers,2,7,Toronto Blue Jays,Toronto Blue Jays,Milwaukee Brewers,7,2,7-2
717966,2023-05-30,Cincinnati Reds,9,8,Boston Red Sox,Cincinnati Reds,Boston Red Sox,9,8,9-8
717962,2023-05-30,Philadelphia Phillies,0,2,New York Mets,New York Mets,Philadelphia Phillies,2,0,2-0
717960,2023-05-30,Kansas City Royals,1,2,St. Louis Cardinals,St. Louis Cardinals,Kansas City Royals,2,1,2-1
717961,2023-05-30,Tampa Bay Rays,1,2,Chicago Cubs,Chicago Cubs,Tampa Bay Rays,2,1,2-1
717956,2023-05-30,Minnesota Twins,1,5,Houston Astros,Houston Astros,Minnesota Twins,5,1,5-1
717959,2023-05-30,Los Angeles Angels,3,7,Chicago White Sox,Chicago White Sox,Los Angeles Angels,7,3,7-3
717955,2023-05-30,Colorado Rockies,1,5,Arizona Diamondbacks,Arizona Diamondbacks,Colorado Rockies,5,1,5-1
717958,2023-05-30,Atlanta Braves,1,2,Oakland Athletics,Oakland Athletics,Atlanta Braves,2,1,2-1
717952,2023-05-30,New York Yankees,10,2,Seattle Mariners,New York Yankees,Seattle Mariners,10,2,10-2
717972,2023-05-30,Pittsburgh Pirates,2,1,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants,2,1,2-1
717957,2023-05-30,Washington Nationals,3,9,Los Angeles Dodgers,Los Angeles Dodgers,Washington Nationals,9,3,9-3
717951,2023-05-31,Texas Rangers,2,3,Detroit Tigers,Detroit Tigers,Texas Rangers,3,2,3-2
717943,2023-05-31,Los Angeles Angels,12,5,Chicago White Sox,Los Angeles Angels,Chicago White Sox,12,5,12-5
717950,2023-05-31,Tampa Bay Rays,4,3,Chicago Cubs,Tampa Bay Rays,Chicago Cubs,4,3,4-3
717946,2023-05-31,Cleveland Guardians,12,8,Baltimore Orioles,Cleveland Guardians,Baltimore Orioles,12,8,12-8
717949,2023-05-31,Atlanta Braves,4,2,Oakland Athletics,Atlanta Braves,Oakland Athletics,4,2,4-2
717953,2023-05-31,Pittsburgh Pirates,9,4,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants,9,4,9-4
717954,2023-05-31,Washington Nationals,10,6,Los Angeles Dodgers,Washington Nationals,Los Angeles Dodgers,10,6,10-6
717945,2023-05-31,San Diego Padres,1,2,Miami Marlins,Miami Marlins,San Diego Padres,2,1,2-1
717947,2023-05-31,Milwaukee Brewers,4,2,Toronto Blue Jays,Milwaukee Brewers,Toronto Blue Jays,4,2,4-2
717948,2023-05-31,Cincinnati Reds,5,4,Boston Red Sox,Cincinnati Reds,Boston Red Sox,5,4,5-4
717944,2023-05-31,Philadelphia Phillies,1,4,New York Mets,New York Mets,Philadelphia Phillies,4,1,4-1
717938,2023-05-31,Minnesota Twins,8,2,Houston Astros,Minnesota Twins,Houston Astros,8,2,8-2
717940,2023-05-31,Colorado Rockies,0,6,Arizona Diamondbacks,Arizona Diamondbacks,Colorado Rockies,6,0,6-0
717939,2023-05-31,New York Yankees,0,1,Seattle Mariners,Seattle Mariners,New York Yankees,1,0,1-0
717942,2023-06-01,Milwaukee Brewers,1,3,Toronto Blue Jays,Toronto Blue Jays,Milwaukee Brewers,3,1,3-1
717934,2023-06-01,Philadelphia Phillies,2,4,New York Mets,New York Mets,Philadelphia Phillies,4,2,4-2
717941,2023-06-01,San Diego Padres,10,1,Miami Marlins,San Diego Padres,Miami Marlins,10,1,10-1
717933,2023-06-01,Colorado Rockies,4,5,Arizona Diamondbacks,Arizona Diamondbacks,Colorado Rockies,5,4,5-4
717932,2023-06-01,Cincinnati Reds,2,8,Boston Red Sox,Boston Red Sox,Cincinnati Reds,8,2,8-2
717937,2023-06-01,Cleveland Guardians,6,7,Minnesota Twins,Minnesota Twins,Cleveland Guardians,7,6,7-6
717936,2023-06-01,Los Angeles Angels,2,5,Houston Astros,Houston Astros,Los Angeles Angels,5,2,5-2
717931,2023-06-02,Milwaukee Brewers,5,4,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,5,4,5-4
717927,2023-06-02,Oakland Athletics,0,4,Miami Marlins,Miami Marlins,Oakland Athletics,4,0,4-0
717930,2023-06-02,St. Louis Cardinals,5,7,Pittsburgh Pirates,Pittsburgh Pirates,St. Louis Cardinals,7,5,7-5
717935,2023-06-02,Philadelphia Phillies,7,8,Washington Nationals,Washington Nationals,Philadelphia Phillies,8,7,8-7
717929,2023-06-02,Toronto Blue Jays,3,0,New York Mets,Toronto Blue Jays,New York Mets,3,0,3-0
717922,2023-06-02,Seattle Mariners,0,2,Texas Rangers,Texas Rangers,Seattle Mariners,2,0,2-0
717926,2023-06-02,Los Angeles Angels,2,6,Houston Astros,Houston Astros,Los Angeles Angels,6,2,6-2
717923,2023-06-02,Colorado Rockies,7,2,Kansas City Royals,Colorado Rockies,Kansas City Royals,7,2,7-2
717924,2023-06-02,Cleveland Guardians,0,1,Minnesota Twins,Minnesota Twins,Cleveland Guardians,1,0,1-0
717925,2023-06-02,Detroit Tigers,0,3,Chicago White Sox,Chicago White Sox,Detroit Tigers,3,0,3-0
717921,2023-06-02,Chicago Cubs,2,1,San Diego Padres,Chicago Cubs,San Diego Padres,2,1,2-1
717919,2023-06-02,Atlanta Braves,2,3,Arizona Diamondbacks,Arizona Diamondbacks,Atlanta Braves,3,2,3-2
717917,2023-06-02,New York Yankees,4,8,Los Angeles Dodgers,Los Angeles Dodgers,New York Yankees,8,4,8-4
717920,2023-06-02,Baltimore Orioles,3,2,San Francisco Giants,Baltimore Orioles,San Francisco Giants,3,2,3-2
717918,2023-06-03,Tampa Bay Rays,5,8,Boston Red Sox,Boston Red Sox,Tampa Bay Rays,8,5,8-5
717885,2023-06-03,Tampa Bay Rays,4,2,Boston Red Sox,Tampa Bay Rays,Boston Red Sox,4,2,4-2
717915,2023-06-03,Detroit Tigers,1,2,Chicago White Sox,Chicago White Sox,Detroit Tigers,2,1,2-1
717907,2023-06-03,St. Louis Cardinals,3,4,Pittsburgh Pirates,Pittsburgh Pirates,St. Louis Cardinals,4,3,4-3
717912,2023-06-03,Seattle Mariners,6,16,Texas Rangers,Texas Rangers,Seattle Mariners,16,6,16-6
717914,2023-06-03,Philadelphia Phillies,4,2,Washington Nationals,Philadelphia Phillies,Washington Nationals,4,2,4-2
717908,2023-06-03,Los Angeles Angels,6,9,Houston Astros,Houston Astros,Los Angeles Angels,9,6,9-6
717909,2023-06-03,Colorado Rockies,6,4,Kansas City Royals,Colorado Rockies,Kansas City Royals,6,4,6-4
717910,2023-06-03,Toronto Blue Jays,2,1,New York Mets,Toronto Blue Jays,New York Mets,2,1,2-1
717911,2023-06-03,Oakland Athletics,1,12,Miami Marlins,Miami Marlins,Oakland Athletics,12,1,12-1
717906,2023-06-03,Milwaukee Brewers,10,8,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,10,8,10-8
717913,2023-06-03,Cleveland Guardians,4,2,Minnesota Twins,Cleveland Guardians,Minnesota Twins,4,2,4-2
717905,2023-06-03,New York Yankees,6,3,Los Angeles Dodgers,New York Yankees,Los Angeles Dodgers,6,3,6-3
717916,2023-06-03,Baltimore Orioles,0,4,San Francisco Giants,San Francisco Giants,Baltimore Orioles,4,0,4-0
717903,2023-06-03,Chicago Cubs,0,6,San Diego Padres,San Diego Padres,Chicago Cubs,6,0,6-0
717901,2023-06-03,Atlanta Braves,5,2,Arizona Diamondbacks,Atlanta Braves,Arizona Diamondbacks,5,2,5-2
717898,2023-06-04,St. Louis Cardinals,1,2,Pittsburgh Pirates,Pittsburgh Pirates,St. Louis Cardinals,2,1,2-1
717904,2023-06-04,Tampa Bay Rays,6,2,Boston Red Sox,Tampa Bay Rays,Boston Red Sox,6,2,6-2
717902,2023-06-04,Philadelphia Phillies,11,3,Washington Nationals,Philadelphia Phillies,Washington Nationals,11,3,11-3
717900,2023-06-04,Toronto Blue Jays,6,4,New York Mets,Toronto Blue Jays,New York Mets,6,4,6-4
717896,2023-06-04,Oakland Athletics,5,7,Miami Marlins,Miami Marlins,Oakland Athletics,7,5,7-5
717897,2023-06-04,Milwaukee Brewers,5,1,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,5,1,5-1
717899,2023-06-04,Los Angeles Angels,2,1,Houston Astros,Los Angeles Angels,Houston Astros,2,1,2-1
717893,2023-06-04,Colorado Rockies,0,2,Kansas City Royals,Kansas City Royals,Colorado Rockies,2,0,2-0
717895,2023-06-04,Cleveland Guardians,2,1,Minnesota Twins,Cleveland Guardians,Minnesota Twins,2,1,2-1
717891,2023-06-04,Detroit Tigers,2,6,Chicago White Sox,Chicago White Sox,Detroit Tigers,6,2,6-2
717894,2023-06-04,Seattle Mariners,3,12,Texas Rangers,Texas Rangers,Seattle Mariners,12,3,12-3
717890,2023-06-04,Baltimore Orioles,8,3,San Francisco Giants,Baltimore Orioles,San Francisco Giants,8,3,8-3
717892,2023-06-04,Atlanta Braves,8,5,Arizona Diamondbacks,Atlanta Braves,Arizona Diamondbacks,8,5,8-5
717889,2023-06-04,Chicago Cubs,7,1,San Diego Padres,Chicago Cubs,San Diego Padres,7,1,7-1
717888,2023-06-04,New York Yankees,4,1,Los Angeles Dodgers,New York Yankees,Los Angeles Dodgers,4,1,4-1
717928,2023-06-05,Tampa Bay Rays,4,1,Boston Red Sox,Tampa Bay Rays,Boston Red Sox,4,1,4-1
717886,2023-06-05,Detroit Tigers,3,8,Philadelphia Phillies,Philadelphia Phillies,Detroit Tigers,8,3,8-3
717887,2023-06-05,Kansas City Royals,6,9,Miami Marlins,Miami Marlins,Kansas City Royals,9,6,9-6
717884,2023-06-05,Oakland Athletics,4,5,Pittsburgh Pirates,Pittsburgh Pirates,Oakland Athletics,5,4,5-4
717878,2023-06-05,Houston Astros,11,4,Toronto Blue Jays,Houston Astros,Toronto Blue Jays,11,4,11-4
717883,2023-06-05,Milwaukee Brewers,0,2,Cincinnati Reds,Cincinnati Reds,Milwaukee Brewers,2,0,2-0
717879,2023-06-05,St. Louis Cardinals,3,4,Texas Rangers,Texas Rangers,St. Louis Cardinals,4,3,4-3
717880,2023-06-05,Chicago Cubs,0,5,San Diego Padres,San Diego Padres,Chicago Cubs,5,0,5-0
717882,2023-06-06,Minnesota Twins,0,7,Tampa Bay Rays,Tampa Bay Rays,Minnesota Twins,7,0,7-0
717875,2023-06-06,Detroit Tigers,0,1,Philadelphia Phillies,Philadelphia Phillies,Detroit Tigers,1,0,1-0
717876,2023-06-06,Kansas City Royals,1,6,Miami Marlins,Miami Marlins,Kansas City Royals,6,1,6-1
717881,2023-06-06,Arizona Diamondbacks,10,5,Washington Nationals,Arizona Diamondbacks,Washington Nationals,10,5,10-5
717874,2023-06-06,Oakland Athletics,11,2,Pittsburgh Pirates,Oakland Athletics,Pittsburgh Pirates,11,2,11-2
717877,2023-06-06,Chicago White Sox,3,2,New York Yankees,Chicago White Sox,New York Yankees,3,2,3-2
717871,2023-06-06,Houston Astros,1,5,Toronto Blue Jays,Toronto Blue Jays,Houston Astros,5,1,5-1
717873,2023-06-06,Boston Red Sox,5,4,Cleveland Guardians,Boston Red Sox,Cleveland Guardians,5,4,5-4
717870,2023-06-06,Los Angeles Dodgers,8,9,Cincinnati Reds,Cincinnati Reds,Los Angeles Dodgers,9,8,9-8
717872,2023-06-06,New York Mets,4,6,Atlanta Braves,Atlanta Braves,New York Mets,6,4,6-4
717867,2023-06-06,Baltimore Orioles,3,4,Milwaukee Brewers,Milwaukee Brewers,Baltimore Orioles,4,3,4-3
717868,2023-06-06,St. Louis Cardinals,4,6,Texas Rangers,Texas Rangers,St. Louis Cardinals,6,4,6-4
717869,2023-06-06,San Francisco Giants,10,4,Colorado Rockies,San Francisco Giants,Colorado Rockies,10,4,10-4
717861,2023-06-06,Chicago Cubs,4,7,Los Angeles Angels,Los Angeles Angels,Chicago Cubs,7,4,7-4
717864,2023-06-06,Seattle Mariners,4,1,San Diego Padres,Seattle Mariners,San Diego Padres,4,1,4-1
717865,2023-06-07,Oakland Athletics,9,5,Pittsburgh Pirates,Oakland Athletics,Pittsburgh Pirates,9,5,9-5
717863,2023-06-07,Seattle Mariners,3,10,San Diego Padres,San Diego Padres,Seattle Mariners,10,3,10-3
717860,2023-06-07,Kansas City Royals,1,6,Miami Marlins,Miami Marlins,Kansas City Royals,6,1,6-1
717859,2023-06-07,Minnesota Twins,1,2,Tampa Bay Rays,Tampa Bay Rays,Minnesota Twins,2,1,2-1
717866,2023-06-07,Arizona Diamondbacks,6,2,Washington Nationals,Arizona Diamondbacks,Washington Nationals,6,2,6-2
717856,2023-06-07,Houston Astros,2,3,Toronto Blue Jays,Toronto Blue Jays,Houston Astros,3,2,3-2
717858,2023-06-07,Boston Red Sox,2,5,Cleveland Guardians,Cleveland Guardians,Boston Red Sox,5,2,5-2
717853,2023-06-07,Los Angeles Dodgers,6,8,Cincinnati Reds,Cincinnati Reds,Los Angeles Dodgers,8,6,8-6
717850,2023-06-07,New York Mets,5,7,Atlanta Braves,Atlanta Braves,New York Mets,7,5,7-5
717851,2023-06-07,Baltimore Orioles,2,10,Milwaukee Brewers,Milwaukee Brewers,Baltimore Orioles,10,2,10-2
717854,2023-06-07,St. Louis Cardinals,1,0,Texas Rangers,St. Louis Cardinals,Texas Rangers,1,0,1-0
717852,2023-06-07,San Francisco Giants,5,4,Colorado Rockies,San Francisco Giants,Colorado Rockies,5,4,5-4
717855,2023-06-07,Chicago Cubs,2,6,Los Angeles Angels,Los Angeles Angels,Chicago Cubs,6,2,6-2
717844,2023-06-08,Los Angeles Dodgers,6,0,Cincinnati Reds,Los Angeles Dodgers,Cincinnati Reds,6,0,6-0
717845,2023-06-08,Minnesota Twins,2,4,Tampa Bay Rays,Tampa Bay Rays,Minnesota Twins,4,2,4-2
717849,2023-06-08,Baltimore Orioles,6,3,Milwaukee Brewers,Baltimore Orioles,Milwaukee Brewers,6,3,6-3
717846,2023-06-08,San Francisco Giants,6,4,Colorado Rockies,San Francisco Giants,Colorado Rockies,6,4,6-4
717848,2023-06-08,Chicago White Sox,6,5,New York Yankees,Chicago White Sox,New York Yankees,6,5,6-5
